FIPS,State,Area_Name,POP_2016
48373,TX,Polk County,47656
48375,TX,Potter County,120632
48377,TX,Presidio County,7156
48379,TX,Rains County,11304
48381,TX,Randall County,132342
48383,TX,Reagan County,3726
48385,TX,Real County,3399
48387,TX,Red River County,12179
48389,TX,Reeves County,15229
48391,TX,Refugio County,7272
48393,TX,Roberts County,910
48395,TX,Robertson County,16804
48397,TX,Rockwall County,93421
48399,TX,Runnels County,10276
48401,TX,Rusk County,52892
48403,TX,Sabine County,10381
48405,TX,San Augustine County,8288
48407,TX,San Jacinto County,27732
48409,TX,San Patricio County,67311
48411,TX,San Saba County,5922
48413,TX,Schleicher County,3057
48415,TX,Scurry County,17394
48417,TX,Shackelford County,3337
48419,TX,Shelby County,25566
48421,TX,Sherman County,3070
48423,TX,Smith County,225161
48425,TX,Somervell County,8671
48427,TX,Starr County,63894
48429,TX,Stephens County,9377
48431,TX,Sterling County,1339
48433,TX,Stonewall County,1401
48435,TX,Sutton County,3886
48437,TX,Swisher County,7428
48439,TX,Tarrant County,2023556
48441,TX,Taylor County,136257
48443,TX,Terrell County,818
48445,TX,Terry County,12770
48447,TX,Throckmorton County,1537
48449,TX,Titus County,32463
48451,TX,Tom Green County,117634
48453,TX,Travis County,1206110
48455,TX,Trinity County,14543
48457,TX,Tyler County,21423
48459,TX,Upshur County,40771
48461,TX,Upton County,3690
48463,TX,Uvalde County,27081
48465,TX,Val Verde County,48911
48467,TX,Van Zandt County,54367
48469,TX,Victoria County,92402
48471,TX,Walker County,71845
48473,TX,Waller County,50046
48475,TX,Ward County,11571
48477,TX,Washington County,34740
48479,TX,Webb County,272301
48481,TX,Wharton County,41609
48483,TX,Wheeler County,5518
48485,TX,Wichita County,131295
48487,TX,Wilbarger County,12880
48489,TX,Willacy County,21761
48491,TX,Williamson County,527622
48493,TX,Wilson County,48212
48495,TX,Winkler County,7915
48497,TX,Wise County,64478
48499,TX,Wood County,43753
48501,TX,Yoakum County,8652
48503,TX,Young County,18098
48505,TX,Zapata County,14446
48507,TX,Zavala County,12121
49000,UT,Utah,3041868
49001,UT,Beaver County,6478
49003,UT,Box Elder County,52975
49005,UT,Cache County,122201
49007,UT,Carbon County,20324
49009,UT,Daggett County,1076
49011,UT,Davis County,341000
49013,UT,Duchesne County,20242
49015,UT,Emery County,10206
49017,UT,Garfield County,4952
49019,UT,Grand County,9622
49021,UT,Iron County,49676
49023,UT,Juab County,11016
49025,UT,Kane County,7297
49027,UT,Millard County,12655
49029,UT,Morgan County,11370
49031,UT,Piute County,1459
49033,UT,Rich County,2313
49035,UT,Salt Lake County,1120109
49037,UT,San Juan County,15329
49039,UT,Sanpete County,29232
49041,UT,Sevier County,21131
49043,UT,Summit County,40512
49045,UT,Tooele County,64612
49047,UT,Uintah County,36264
49049,UT,Utah County,590288
49051,UT,Wasatch County,30375
49053,UT,Washington County,159352
49055,UT,Wayne County,2671
49057,UT,Weber County,247131
50000,VT,Vermont,623657
50001,VT,Addison County,36931
50003,VT,Bennington County,35911
50005,VT,Caledonia County,30154
50007,VT,Chittenden County,161563
50009,VT,Essex County,6224
50011,VT,Franklin County,48963
50013,VT,Grand Isle County,6921
50015,VT,Lamoille County,25331
50017,VT,Orange County,28908
50019,VT,Orleans County,26766
50021,VT,Rutland County,59122
50023,VT,Washington County,58355
50025,VT,Windham County,43163
50027,VT,Windsor County,55345
51000,VA,Virginia,8410106
51001,VA,Accomack County,32871
51003,VA,Albemarle County,106431
51005,VA,Alleghany County,15387
51007,VA,Amelia County,12801
51009,VA,Amherst County,31887
51011,VA,Appomattox County,15528
51013,VA,Arlington County,231259
51015,VA,Augusta County,74834
51017,VA,Bath County,4409
51019,VA,Bedford County,77993
51021,VA,Bland County,6472
51023,VA,Botetourt County,33252
51025,VA,Brunswick County,16618
51027,VA,Buchanan County,22212
51029,VA,Buckingham County,17051
51031,VA,Campbell County,55419
51033,VA,Caroline County,30099
51035,VA,Carroll County,29789
51036,VA,Charles City County,7034
51037,VA,Charlotte County,12119
51041,VA,Chesterfield County,338479
51043,VA,Clarke County,14294
51045,VA,Craig County,5120
51047,VA,Culpeper County,50319
51049,VA,Cumberland County,9745
51051,VA,Dickenson County,15014
51053,VA,Dinwiddie County,28468
51057,VA,Essex County,11077
51059,VA,Fairfax County,1144188
51061,VA,Fauquier County,68805
51063,VA,Floyd County,15677
51065,VA,Fluvanna County,26187
51067,VA,Franklin County,56158
51069,VA,Frederick County,84638
51071,VA,Giles County,16827
51073,VA,Gloucester County,37114
51075,VA,Goochland County,22485
51077,VA,Grayson County,15867
51079,VA,Greene County,19309
51081,VA,Greensville County,11500
51083,VA,Halifax County,34990
51085,VA,Hanover County,104290
51087,VA,Henrico County,325931
51089,VA,Henry County,51645
51091,VA,Highland County,2210
51093,VA,Isle of Wight County,36326
51095,VA,James City County,73930
51097,VA,King and Queen County,7054
51099,VA,King George County,25947
51101,VA,King William County,16405
51103,VA,Lancaster County,10771
51105,VA,Lee County,24165
51107,VA,Loudoun County,385546
51109,VA,Louisa County,35304
51111,VA,Lunenburg County,12319
51113,VA,Madison County,13081
51115,VA,Mathews County,8769
51117,VA,Mecklenburg County,30813
51119,VA,Middlesex County,10749
51121,VA,Montgomery County,98172
51125,VA,Nelson County,14805
51127,VA,New Kent County,21009
51131,VA,Northampton County,12002
51133,VA,Northumberland County,12176
51135,VA,Nottoway County,15495
51137,VA,Orange County,35354
51139,VA,Page County,23619
51141,VA,Patrick County,17796
51143,VA,Pittsylvania County,61704
51145,VA,Powhatan County,28443
51147,VA,Prince Edward County,23020
51149,VA,Prince George County,37972
51153,VA,Prince William County,456496
51155,VA,Pulaski County,34249
51157,VA,Rappahannock County,7380
51159,VA,Richmond County,8758
51161,VA,Roanoke County,93528
51163,VA,Rockbridge County,22450
51165,VA,Rockingham County,79367
51167,VA,Russell County,27422
51169,VA,Scott County,22082
51171,VA,Shenandoah County,42907
51173,VA,Smyth County,31126
51175,VA,Southampton County,18080
51177,VA,Spotsylvania County,131252
51179,VA,Stafford County,143501
51181,VA,Surry County,6554
51183,VA,Sussex County,11414
51185,VA,Tazewell County,42155
51187,VA,Warren County,39165
51191,VA,Washington County,54100
51193,VA,Westmoreland County,17649
51195,VA,Wise County,39027
51197,VA,Wythe County,28912
51199,VA,York County,67832
51510,VA,Alexandria city,156698
51520,VA,Bristol city,17088
51530,VA,Buena Vista city,6435
51540,VA,Charlottesville city,46943
51550,VA,Chesapeake city,237464
51570,VA,Colonial Heights city,17398
51580,VA,Covington city,5637
51590,VA,Danville city,41665
51595,VA,Emporia city,5478
51600,VA,Fairfax city,23246
51610,VA,Falls Church city,13582
51620,VA,Franklin city,8201
51630,VA,Fredericksburg city,28360
51640,VA,Galax city,6604
51650,VA,Hampton city,135374
51660,VA,Harrisonburg city,53542
51670,VA,Hopewell city,22539
51678,VA,Lexington city,7148
51680,VA,Lynchburg city,79710
51683,VA,Manassas city,41189
51685,VA,Manassas Park city,16456
51690,VA,Martinsville city,12996
51700,VA,Newport News city,180209
51710,VA,Norfolk city,245680
51720,VA,Norton city,3972
51730,VA,Petersburg city,31380
51735,VA,Poquoson city,11952
51740,VA,Portsmouth city,95165
51750,VA,Radford city,17324
51760,VA,Richmond city,225369
51770,VA,Roanoke city,99337
51775,VA,Salem city,25252
51790,VA,Staunton city,24156
51800,VA,Suffolk city,89194
51810,VA,Virginia Beach city,450983
51820,VA,Waynesboro city,21757
51830,VA,Williamsburg city,14884
51840,VA,Winchester city,27785
53000,WA,Washington,7294771
53001,WA,Adams County,19369
53003,WA,Asotin County,22286
53005,WA,Benton County,193494
53007,WA,Chelan County,75855
53009,WA,Clallam County,74240
53011,WA,Clark County,465272
53013,WA,Columbia County,3975
53015,WA,Cowlitz County,104740
53017,WA,Douglas County,41366
53019,WA,Ferry County,7531
53021,WA,Franklin County,90199
53023,WA,Garfield County,2246
53025,WA,Grant County,94221
53027,WA,Grays Harbor County,71531
53029,WA,Island County,81692
53031,WA,Jefferson County,30910
53033,WA,King County,2166350
53035,WA,Kitsap County,263142
53037,WA,Kittitas County,44922
53039,WA,Klickitat County,21286
53041,WA,Lewis County,76693
53043,WA,Lincoln County,10335
53045,WA,Mason County,62142
53047,WA,Okanogan County,41579
53049,WA,Pacific County,21285
53051,WA,Pend Oreille County,13131
53053,WA,Pierce County,862895
53055,WA,San Juan County,16309
53057,WA,Skagit County,123603
53059,WA,Skamania County,11581
53061,WA,Snohomish County,787110
53063,WA,Spokane County,496889
53065,WA,Stevens County,44141
53067,WA,Thurston County,273714
53069,WA,Wahkiakum County,4161
53071,WA,Walla Walla County,60008
53073,WA,Whatcom County,216417
53075,WA,Whitman County,48824
53077,WA,Yakima County,249327
54000,WV,West Virginia,1831023
54001,WV,Barbour County,16749
54003,WV,Berkeley County,113489
54005,WV,Boone County,22809
54007,WV,Braxton County,14323
54009,WV,Brooke County,22663
54011,WV,Cabell County,95681
54013,WV,Calhoun County,7374
54015,WV,Clay County,8829
54017,WV,Doddridge County,8576
54019,WV,Fayette County,44179
54021,WV,Gilmer County,8134
54023,WV,Grant County,11602
54025,WV,Greenbrier County,35532
54027,WV,Hampshire County,23316
54029,WV,Hancock County,29662
54031,WV,Hardy County,13812
54033,WV,Harrison County,68349
54035,WV,Jackson County,29188
54037,WV,Jefferson County,55979
54039,WV,Kanawha County,186196
54041,WV,Lewis County,16289
54043,WV,Lincoln County,21108
54045,WV,Logan County,33674
54047,WV,McDowell County,19192
54049,WV,Marion County,56504
54051,WV,Marshall County,31720
54053,WV,Mason County,26938
54055,WV,Mercer County,60632
54057,WV,Mineral County,27375
54059,WV,Mingo County,24716
54061,WV,Monongalia County,105643
54063,WV,Monroe County,13487
54065,WV,Morgan County,17626
54067,WV,Nicholas County,25381
54069,WV,Ohio County,42629
54071,WV,Pendleton County,6977
54073,WV,Pleasants County,7490
54075,WV,Pocahontas County,8528
54077,WV,Preston County,33760
54079,WV,Putnam County,56675
54081,WV,Raleigh County,76296
54083,WV,Randolph County,29034
54085,WV,Ritchie County,9985
54087,WV,Roane County,14114
54089,WV,Summers County,12978
54091,WV,Taylor County,16952
54093,WV,Tucker County,7053
54095,WV,Tyler County,8967
54097,WV,Upshur County,24680
54099,WV,Wayne County,40724
54101,WV,Webster County,8557
54103,WV,Wetzel County,15644
54105,WV,Wirt County,5767
54107,WV,Wood County,85709
54109,WV,Wyoming County,21777
55000,WI,Wisconsin,5772628
55001,WI,Adams County,19982
55003,WI,Ashland County,15633
55005,WI,Barron County,45242
55007,WI,Bayfield County,14923
55009,WI,Brown County,259514
55011,WI,Buffalo County,13134
55013,WI,Burnett County,15222
55015,WI,Calumet County,49607
55017,WI,Chippewa County,63523
55019,WI,Clark County,34485
55021,WI,Columbia County,56875
55023,WI,Crawford County,16250
55025,WI,Dane County,531296
55027,WI,Dodge County,87382
55029,WI,Door County,27338
55031,WI,Douglas County,43359
55033,WI,Dunn County,44354
55035,WI,Eau Claire County,102907
55037,WI,Florence County,4313
55039,WI,Fond du Lac County,102211
55041,WI,Forest County,9021
55043,WI,Grant County,51985
55045,WI,Green County,36787
55047,WI,Green Lake County,18596
55049,WI,Iowa County,23430
55051,WI,Iron County,5660
55053,WI,Jackson County,20484
55055,WI,Jefferson County,84464
55057,WI,Juneau County,26345
55059,WI,Kenosha County,167867
55061,WI,Kewaunee County,20380
55063,WI,La Crosse County,117681
55065,WI,Lafayette County,16757
55067,WI,Langlade County,19083
55069,WI,Lincoln County,27834
55071,WI,Manitowoc County,79348
55073,WI,Marathon County,135101
55075,WI,Marinette County,40255
55077,WI,Marquette County,15130
55078,WI,Menominee County,4527
55079,WI,Milwaukee County,954841
55081,WI,Monroe County,45423
55083,WI,Oconto County,37475
55085,WI,Oneida County,35329
55087,WI,Outagamie County,184593
55089,WI,Ozaukee County,88332
55091,WI,Pepin County,7250
55093,WI,Pierce County,41456
55095,WI,Polk County,43224
55097,WI,Portage County,70451
55099,WI,Price County,13413
55101,WI,Racine County,194846
55103,WI,Richland County,17556
55105,WI,Rock County,161320
55107,WI,Rusk County,14101
55109,WI,St. Croix County,87598
55111,WI,Sauk County,63614
55113,WI,Sawyer County,16320
55115,WI,Shawano County,40952
55117,WI,Sheboygan County,115030
55119,WI,Taylor County,20290
55121,WI,Trempealeau County,29540
55123,WI,Vernon County,30553
55125,WI,Vilas County,21500
55127,WI,Walworth County,102627
55129,WI,Washburn County,15621
55131,WI,Washington County,134310
55133,WI,Waukesha County,398521
55135,WI,Waupaca County,51306
55137,WI,Waushara County,24103
55139,WI,Winnebago County,169629
55141,WI,Wood County,73219
56000,WY,Wyoming,584215
56001,WY,Albany County,37923
56003,WY,Big Horn County,11941
56005,WY,Campbell County,48745
56007,WY,Carbon County,15689
56009,WY,Converse County,14094
56011,WY,Crook County,7499
56013,WY,Fremont County,40200
56015,WY,Goshen County,13306
56017,WY,Hot Springs County,4654
56019,WY,Johnson County,8484
56021,WY,Laramie County,97887
56023,WY,Lincoln County,19072
56025,WY,Natrona County,80909
56027,WY,Niobrara County,2468
56029,WY,Park County,29213
56031,WY,Platte County,8662
56033,WY,Sheridan County,29964
56035,WY,Sublette County,9982
56037,WY,Sweetwater County,44222
56039,WY,Teton County,23234
56041,WY,Uinta County,20682
56043,WY,Washakie County,8165
56045,WY,Weston County,7220
72000,PR,Puerto Rico,3406672
72001,PR,"Adjuntas Municipio, Puerto Rico",18304
72003,PR,"Aguada Municipio, Puerto Rico",38896
72005,PR,"Aguadilla Municipio, Puerto Rico",54425
72007,PR,"Aguas Buenas Municipio, Puerto Rico",26401
72009,PR,"Aibonito Municipio, Puerto Rico",23600
72011,PR,"Añasco Municipio, Puerto Rico",27554
72013,PR,"Arecibo Municipio, Puerto Rico",87821
72015,PR,"Arroyo Municipio, Puerto Rico",18236
72017,PR,"Barceloneta Municipio, Puerto Rico",24445
72019,PR,"Barranquitas Municipio, Puerto Rico",28954
72021,PR,"Bayamón Municipio, Puerto Rico",183993
72023,PR,"Cabo Rojo Municipio, Puerto Rico",49366
72025,PR,"Caguas Municipio, Puerto Rico",132120
72027,PR,"Camuy Municipio, Puerto Rico",32371
72029,PR,"Canóvanas Municipio, Puerto Rico",46395
72031,PR,"Carolina Municipio, Puerto Rico",158339
72033,PR,"Cataño Municipio, Puerto Rico",25047
72035,PR,"Cayey Municipio, Puerto Rico",44818
72037,PR,"Ceiba Municipio, Puerto Rico",11908
72039,PR,"Ciales Municipio, Puerto Rico",16997
72041,PR,"Cidra Municipio, Puerto Rico",40585
72043,PR,"Coamo Municipio, Puerto Rico",39489
72045,PR,"Comerío Municipio, Puerto Rico",19654
72047,PR,"Corozal Municipio, Puerto Rico",34375
72049,PR,"Culebra Municipio, Puerto Rico",1795
72051,PR,"Dorado Municipio, Puerto Rico",37441
72053,PR,"Fajardo Municipio, Puerto Rico",32181
72054,PR,"Florida Municipio, Puerto Rico",11978
72055,PR,"Guánica Municipio, Puerto Rico",16858
72057,PR,"Guayama Municipio, Puerto Rico",41966
72059,PR,"Guayanilla Municipio, Puerto Rico",19115
72061,PR,"Guaynabo Municipio, Puerto Rico",89203
72063,PR,"Gurabo Municipio, Puerto Rico",47189
72065,PR,"Hatillo Municipio, Puerto Rico",40634
72067,PR,"Hormigueros Municipio, Puerto Rico",16268
72069,PR,"Humacao Municipio, Puerto Rico",53808
72071,PR,"Isabela Municipio, Puerto Rico",42718
72073,PR,"Jayuya Municipio, Puerto Rico",15000
72075,PR,"Juana Díaz Municipio, Puerto Rico",47271
72077,PR,"Juncos Municipio, Puerto Rico",39426
72079,PR,"Lajas Municipio, Puerto Rico",23422
72081,PR,"Lares Municipio, Puerto Rico",26592
72083,PR,"Las Marías Municipio, Puerto Rico",8669
72085,PR,"Las Piedras Municipio, Puerto Rico",38059
72087,PR,"Loíza Municipio, Puerto Rico",26602
72089,PR,"Luquillo Municipio, Puerto Rico",18641
72091,PR,"Manatí Municipio, Puerto Rico",39904
72093,PR,"Maricao Municipio, Puerto Rico",5766
72095,PR,"Maunabo Municipio, Puerto Rico",11084
72097,PR,"Mayagüez Municipio, Puerto Rico",77643
72099,PR,"Moca Municipio, Puerto Rico",37072
72101,PR,"Morovis Municipio, Puerto Rico",31520
72103,PR,"Naguabo Municipio, Puerto Rico",26456
72105,PR,"Naranjito Municipio, Puerto Rico",28719
72107,PR,"Orocovis Municipio, Puerto Rico",21534
72109,PR,"Patillas Municipio, Puerto Rico",17411
72111,PR,"Peñuelas Municipio, Puerto Rico",21120
72113,PR,"Ponce Municipio, Puerto Rico",144494
72115,PR,"Quebradillas Municipio, Puerto Rico",24173
72117,PR,"Rincón Municipio, Puerto Rico",14360
72119,PR,"Río Grande Municipio, Puerto Rico",50803
72121,PR,"Sabana Grande Municipio, Puerto Rico",23169
72123,PR,"Salinas Municipio, Puerto Rico",28804
72125,PR,"San Germán Municipio, Puerto Rico",32333
72127,PR,"San Juan Municipio, Puerto Rico",346440
72129,PR,"San Lorenzo Municipio, Puerto Rico",38119
72131,PR,"San Sebastián Municipio, Puerto Rico",38187
72133,PR,"Santa Isabel Municipio, Puerto Rico",22220
72135,PR,"Toa Alta Municipio, Puerto Rico",73890
72137,PR,"Toa Baja Municipio, Puerto Rico",80211
72139,PR,"Trujillo Alto Municipio, Puerto Rico",68196
72141,PR,"Utuado Municipio, Puerto Rico",29506
72143,PR,"Vega Alta Municipio, Puerto Rico",37991
72145,PR,"Vega Baja Municipio, Puerto Rico",53677
72147,PR,"Vieques Municipio, Puerto Rico",8833
72149,PR,"Villalba Municipio, Puerto Rico",23091
72151,PR,"Yabucoa Municipio, Puerto Rico",34363
72153,PR,"Yauco Municipio, Puerto Rico",36654
